timestamp,route_id,route_code,start_location,end_location,distance_km,city,vehicle_count,average_speed,congestion_level,weather,temperature,rainfall
2026-06-04 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,259,27,High,Rainy,24,1
2026-06-04 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,246,19,High,Rainy,36,14
2026-06-04 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,209,30,High,Rainy,29,9
2026-06-04 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,253,27,High,Rainy,31,12
2026-06-04 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,51,58,Low,Cloudy,37,0
2026-06-04 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,52,64,Low,Sunny,38,0
2026-06-04 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,70,62,Low,Sunny,33,0
2026-06-05 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,76,61,Low,Rainy,37,10
2026-06-05 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,56,62,Low,Sunny,26,0
2026-06-05 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,36,68,Low,Rainy,29,11
2026-06-05 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,49,57,Low,Sunny,31,0
2026-06-05 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,37,57,Low,Cloudy,38,0
2026-06-05 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,41,57,Low,Sunny,29,0
2026-06-05 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,86,60,Low,Cloudy,37,0
2026-06-05 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,285,31,High,Rainy,24,1
2026-06-05 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,310,19,High,Rainy,37,20
2026-06-05 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,238,26,High,Cloudy,34,0
2026-06-05 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,318,29,High,Rainy,27,4
2026-06-05 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,173,48,Medium,Sunny,37,0
2026-06-05 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,151,44,Medium,Cloudy,30,0
2026-06-05 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,149,44,Medium,Rainy,24,17
2026-06-05 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,119,47,Medium,Cloudy,30,0
2026-06-05 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,119,47,Medium,Rainy,30,11
2026-06-05 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,114,38,Medium,Rainy,36,6
2026-06-05 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,289,20,High,Rainy,37,13
2026-06-05 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,265,21,High,Rainy,38,5
2026-06-05 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,243,19,High,Cloudy,26,0
2026-06-05 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,263,26,High,Cloudy,28,0
2026-06-05 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,36,66,Low,Cloudy,31,0
2026-06-05 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,69,67,Low,Sunny,37,0
2026-06-05 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,59,57,Low,Cloudy,36,0
2026-06-06 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,49,64,Low,Sunny,30,0
2026-06-06 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,48,57,Low,Rainy,35,12
2026-06-06 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,59,58,Low,Cloudy,28,0
2026-06-06 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,35,66,Low,Cloudy,35,0
2026-06-06 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,74,54,Low,Rainy,26,9
2026-06-06 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,77,64,Low,Rainy,37,6
2026-06-06 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,62,66,Low,Sunny,31,0
2026-06-06 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,203,22,High,Rainy,28,16
2026-06-06 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,204,20,High,Cloudy,34,0
2026-06-06 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,251,19,High,Sunny,28,0
2026-06-06 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,278,28,High,Sunny,24,0
2026-06-06 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,171,43,Medium,Rainy,28,20
2026-06-06 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,165,44,Medium,Rainy,34,16
2026-06-06 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,164,44,Medium,Sunny,33,0
2026-06-06 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,171,40,Medium,Rainy,37,19
2026-06-06 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,112,36,Medium,Cloudy,29,0
2026-06-06 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,172,35,Medium,Cloudy,32,0
2026-06-06 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,246,24,High,Sunny,34,0
2026-06-06 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,210,33,High,Cloudy,38,0
2026-06-06 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,193,33,High,Sunny,36,0
2026-06-06 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,222,24,High,Cloudy,26,0
2026-06-06 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,48,56,Low,Rainy,37,17
2026-06-06 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,85,58,Low,Sunny,24,0
2026-06-06 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,49,68,Low,Cloudy,25,0
2026-06-07 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,30,50,Low,Cloudy,37,0
2026-06-07 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,55,62,Low,Rainy,32,18
2026-06-07 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,87,51,Low,Cloudy,32,0
2026-06-07 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,47,61,Low,Cloudy,25,0
2026-06-07 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,71,52,Low,Sunny,36,0
2026-06-07 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,61,63,Low,Sunny,29,0
2026-06-07 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,78,54,Low,Cloudy,28,0
2026-06-07 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,195,23,High,Cloudy,25,0
2026-06-07 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,185,34,High,Sunny,28,0
2026-06-07 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,226,28,High,Sunny,31,0
2026-06-07 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,264,26,High,Rainy,35,8
2026-06-07 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,126,46,Medium,Cloudy,25,0
2026-06-07 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,115,36,Medium,Sunny,24,0
2026-06-07 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,123,40,Medium,Sunny,28,0
2026-06-07 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,172,37,Medium,Sunny,25,0
2026-06-07 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,144,47,Medium,Cloudy,33,0
2026-06-07 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,119,49,Medium,Cloudy,37,0
2026-06-07 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,221,18,High,Cloudy,27,0
2026-06-07 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,250,35,High,Cloudy,30,0
2026-06-07 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,317,18,High,Rainy,33,10
2026-06-07 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,182,30,High,Rainy,24,19
2026-06-07 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,37,58,Low,Cloudy,31,0
2026-06-07 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,86,60,Low,Sunny,25,0
2026-06-07 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,33,61,Low,Sunny,27,0
2026-06-08 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,61,63,Low,Rainy,24,9
2026-06-08 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,83,68,Low,Rainy,28,7
2026-06-08 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,30,54,Low,Sunny,37,0
2026-06-08 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,42,66,Low,Cloudy,25,0
2026-06-08 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,81,69,Low,Rainy,33,2
2026-06-08 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,31,64,Low,Rainy,29,20
2026-06-08 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,51,67,Low,Rainy,37,6
2026-06-08 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,280,33,High,Cloudy,28,0
2026-06-08 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,200,19,High,Cloudy,31,0
2026-06-08 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,283,22,High,Sunny,26,0
2026-06-08 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,300,27,High,Cloudy,35,0
2026-06-08 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,138,39,Medium,Cloudy,36,0
2026-06-08 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,138,36,Medium,Cloudy,35,0
2026-06-08 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,112,45,Medium,Rainy,38,10
2026-06-08 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,126,43,Medium,Rainy,35,14
2026-06-08 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,170,37,Medium,Cloudy,29,0
2026-06-08 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,175,41,Medium,Cloudy,24,0
2026-06-08 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,320,32,High,Sunny,34,0
2026-06-08 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,296,20,High,Rainy,29,15
2026-06-08 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,312,23,High,Sunny,33,0
2026-06-08 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,229,29,High,Cloudy,25,0
2026-06-08 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,52,50,Low,Cloudy,29,0
2026-06-08 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,57,59,Low,Sunny,27,0
2026-06-08 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,84,60,Low,Cloudy,29,0
2026-06-09 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,74,59,Low,Rainy,37,13
2026-06-09 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,55,68,Low,Sunny,35,0
2026-06-09 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,64,51,Low,Sunny,38,0
2026-06-09 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,53,54,Low,Cloudy,35,0
2026-06-09 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,74,63,Low,Cloudy,29,0
2026-06-09 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,37,54,Low,Sunny,27,0
2026-06-09 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,61,63,Low,Cloudy,31,0
2026-06-09 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,277,35,High,Cloudy,27,0
2026-06-09 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,244,19,High,Sunny,26,0
2026-06-09 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,222,19,High,Sunny,34,0
2026-06-09 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,247,18,High,Sunny,31,0
2026-06-09 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,158,45,Medium,Rainy,37,5
2026-06-09 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,176,43,Medium,Rainy,29,4
2026-06-09 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,117,37,Medium,Rainy,32,12
2026-06-09 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,160,46,Medium,Cloudy,37,0
2026-06-09 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,160,35,Medium,Cloudy,28,0
2026-06-09 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,117,50,Medium,Sunny,31,0
2026-06-09 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,203,20,High,Cloudy,36,0
2026-06-09 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,180,31,High,Sunny,34,0
2026-06-09 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,282,32,High,Cloudy,24,0
2026-06-09 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,215,22,High,Sunny,36,0
2026-06-09 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,41,70,Low,Cloudy,29,0
2026-06-09 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,54,70,Low,Cloudy,36,0
2026-06-09 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,41,60,Low,Cloudy,31,0
2026-06-10 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,35,65,Low,Rainy,27,8
2026-06-10 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,69,66,Low,Sunny,29,0
2026-06-10 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,75,57,Low,Sunny,26,0
2026-06-10 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,60,55,Low,Rainy,32,7
2026-06-10 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,54,70,Low,Sunny,37,0
2026-06-10 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,44,68,Low,Cloudy,34,0
2026-06-10 06:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,79,67,Low,Rainy,27,9
2026-06-10 07:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,212,21,High,Cloudy,27,0
2026-06-10 08:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,221,24,High,Sunny,24,0
2026-06-10 09:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,213,19,High,Sunny,26,0
2026-06-10 10:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,260,29,High,Rainy,26,6
2026-06-10 11:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,149,38,Medium,Cloudy,28,0
2026-06-10 12:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,157,49,Medium,Rainy,33,9
2026-06-10 13:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,174,45,Medium,Sunny,32,0
2026-06-10 14:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,118,45,Medium,Cloudy,36,0
2026-06-10 15:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,101,41,Medium,Rainy,28,7
2026-06-10 16:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,132,45,Medium,Sunny,34,0
2026-06-10 17:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,187,31,High,Sunny,32,0
2026-06-10 18:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,316,28,High,Cloudy,36,0
2026-06-10 19:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,319,35,High,Rainy,37,9
2026-06-10 20:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,243,33,High,Sunny,36,0
2026-06-10 21:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,57,58,Low,Sunny,30,0
2026-06-10 22:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,90,61,Low,Cloudy,27,0
2026-06-10 23:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,46,57,Low,Rainy,36,10
2026-06-11 00:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,37,69,Low,Rainy,34,14
2026-06-11 01:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,38,62,Low,Sunny,34,0
2026-06-11 02:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,78,64,Low,Rainy,35,18
2026-06-11 03:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,41,52,Low,Rainy,31,6
2026-06-11 04:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,38,50,Low,Sunny,28,0
2026-06-11 05:00:00,1,R001,Chennai Central,Tambaram,28.5,Chennai,36,67,Low,Cloudy,38,0
